username,orig_sentence,cleaned_sentence,category,sub-category
tweets_qutepriyanka,"People have come to know that Kejriwal only makes false promises and he has not done any development work.
#KapilExposesKejriwal",people come know kejriwal make false promise not development work,negative,criticism
tweets_cuteDoll_Heer,"This man is despicable and lousy and is taking advantage of the innocence of the public.
#KapilExposesKejriwal",man despicable lousy take advantage innocence public,negative,criticism
tweets_Ritthikh,"I want to ask the mothers and sisters of Gujarat that the one who gives one bottle free on one bottle wants to progress or ruin your homes?

#KapilExposesKejriwal",want ask mother sister gujarat give bottle free bottle want progress ruin home,negative,criticism
tweets_Bhole_chature__,"All those promises to lend money in free to the needy but the actual scenario is even the working people can't get theri salaries properly!!
#KapilExposesKejriwal",promise lend money free needy actual scenario even work people cant get theri salary properly,negative,criticism
tweets_OnlyfanShow555,"This is really terrible to know that Kejriwal ji only made false promises that never full field
#KapilExposesKejriwal",really terrible know kejriwal ji make false promise never full field,negative,criticism
tweets__SecretBae,"Both the model of Delhi and Gujarat are totally different. The model of Gujarat is on the benefit of the people but daily model will increases the prices of everything and make people suffer. 
#KapilExposesKejriwal",model delhi gujarat totally different model gujarat benefit people daily model increase price everything make people suffer,negative,criticism
tweets_awara__ladka,"When no government will do anything, then someone or the other will expose them. 
#KapilExposesKejriwal",government anything someone expose,negative,criticism
tweets_Adianshubham,"Despite repeated?�failures?�in delivery, Arvind Kejriwal has continued to promise freebies in every new state he approaches. 
#KapilExposesKejriwal",despite repeatedfailuresin delivery arvind kejriwal continue promise freebie every new state approach,negative,criticism
tweets_BoyDCrazy,Kejriwal model means the world's most polluted city. Kejriwal Govt hasn't done anything for the development of Delhi. #KapilExposesKejriwal,kejriwal model mean world pollute city kejriwal govt hasnt anything development delhi,negative,criticism
tweets__vansh_sharma1,"Delhi during elections but now they can't fulfill it,now Kejriwal's all scandal exposed by 
#KapilExposesKejriwal",delhi election cant fulfill itnow kejriwals scandal expose,negative,criticism
tweets_Own____Onion,"Arwind kejriwal is involved in many scams like liquor scam and schools scams and noe they are exposed and you all show your support to kapil mishra
#KapilExposesKejriwal",arwind kejriwal involve many scam like liquor scam school scam noe expose show support kapil mishra,negative,criticism
tweets_DikshaYrrr,"Kejirwal doing very bad thing..... it's really Wrong.... it's should be stopped.. this is not acceptable 
#KapilExposesKejriwal",kejirwal bad thing really wrong stop not acceptable,negative,criticism
tweets_iPrashant_saini,"Kejriwal has been exposed by Kapil. Kejriwal has funded many wrong people doing bad act. He not gives salary to the workers.
#KapilExposesKejriwal",kejriwal expose kapil kejriwal fund many wrong people bad act not give salary worker,negative,criticism
tweets_Riyasingh740,"#KapilExposesKejriwal
According to RTI only 3246 jobs were given in Delhi in the country in the last 7 years",accord rti 3246 job give delhi country last 7 year,negative,criticism
tweets__yenwai,"The AAP leader Kejriwal is exposed now. From the time he got the power many disturbances have been created within the place. Shaheen Bagh, Jamiya was openly supported by him . Nothing for the welfare of people.
#KapilExposesKejriwal",aap leader kejriwal expose time get power many disturbance create within place shaheen bagh jamiya openly support nothing welfare people,negative,criticism
tweets_Cheeku_says_,"Its Time for Kejriwal government to expose the truth.. ???� as they are accountable for many questions
 #KapilExposesKejriwal",time kejriwal government expose truth accountable many question,negative,criticism
tweets_Shiz__uka,Keep exposing him Kapil sir we are with you and he deserve this. #KapilExposesKejriwal,keep expose kapil sir deserve,negative,criticism
tweets_MemeKiDiwani_,"Delhi public suffer so much because of the government government did not taking any matter in concern , it continuously going backward.
#KapilExposesKejriwal",delhi public suffer much government government not take matter concern continuously go backward,negative,criticism
tweets_united_tolly,"#KapilExposesKejriwal
Put all c0rrupt leaders in ja!l, whatever party they belong to.
#KapilExposesKejriwal 
#TejRan #BJPBrashtotsava
#MakeIndiaNo1 
#�?��??�??�?�?_�??�??�??_�?�??�??�??����?��??�??",put c0rrupt leader jal whatever party belong,negative,criticism
tweets_iconstarfan90,"Tweeps see this one guys it's seems that kapil exposes kejriwal We explain to small children that do not take anything from anyone for free Promises to distribute money for free the reality is that employees also stop getting salary 

#KapilExposesKejriwal",tweeps see guys seem kapil expose kejriwal explain small child not take anything anyone free promise distribute money free reality employee also stop get salary,negative,criticism
tweets_TheViralMemes2,"Why Arvind Kejriwal is all shut up when people asked him about delivering expired salt at the time pandemic.
#KapilExposesKejriwal",arvind kejriwal shut people ask deliver expire salt time pandemic,negative,criticism
tweets_ashu9u,"Kejriwal had made false promises to the people and now all his revelations have been made. Kejriwal has really come to rob the public. 
#KapilExposesKejriwal",kejriwal make false promise people revelation make kejriwal really come rob public,negative,criticism
tweets_maybepreksha,"Kejriwal government is giving so many excuses and fake promises to public for not doing the development
#KapilExposesKejriwal",kejriwal government give many excuse fake promise public not development,negative,criticism
tweets__mr____dinesh,"Kejriwal's Delhi model country has failed further. There has been an increase in riots here after 2015. 
#KapilExposesKejriwal",kejriwals delhi model country fail increase riot 2015,negative,criticism
tweets_nehaljainn1,"Why is it so that the so called free water supply in delhi is being fulfilled by water tankers.

It might be that pipelines are installed in Rohingya intrusion areas.
Priorities you know :)

#KapilExposesKejriwal",call free water supply delhi fulfil water tanker might pipelines instal rohingya intrusion area priority know,negative,criticism
tweets_Sshaluji,"People are being misled in Delhi only in the name of development they are being misled people are know kejariwal 
#KapilExposesKejriwal",people mislead delhi name development mislead people know kejariwal,negative,criticism
tweets_podiyadav,"Very disappointed by this news  that they start approaching towards Gujarat. Very  unlawful  things going to happen their
#KapilExposesKejriwal",disappointed news start approach towards gujarat unlawful thing go happen,negative,criticism
tweets_sigmaaman,"Kejriwal fake model is exposed to public and how he faked people of Delhi 
#KapilExposesKejriwal",kejriwal fake model expose public fake people delhi,negative,criticism
tweets_vamshi69922682,"Do you know all that Kejriwal model means the world's most polluted city. Kejriwal Govt hasn't done anything for the development of Delhi. I felt bad on it.
#KapilExposesKejriwal",know kejriwal model mean world pollute city kejriwal govt hasnt anything development delhi felt bad,negative,criticism
tweets_Kadapa_Abhilash,Everyone has right to know to whom all the jobs are given in Delhi?..#KapilExposesKejriwal,everyone right know job give delhi,negative,criticism
tweets_gopipenter,workers used to make biryani there...Didn't even let the case against Umar Khalid #KapilExposesKejriwal,worker use make biryani theredidnt even let case umar khalid,negative,criticism
tweets_robertdowb,"Delhi model means Beer instead of Dhokla, Rum instead of Fafda, #KapilExposesKejriwal",delhi model mean beer instead dhokla rum instead fafda,negative,criticism
tweets_kanjjiuu,I want to ask the mothers and sisters of Gujarat that the one who gives one bottle free on one bottle wants to progress or ruin your homes? #KapilExposesKejriwal,want ask mother sister gujarat give bottle free bottle want progress ruin home,negative,criticism
tweets_Shanut12,Finally he is now exposed guys he only make promises to the people #KapilExposesKejriwal,finally expose guy make promise people,negative,criticism
tweets_brahman66,"Kejriwal compares himself with Gujarat that I have done this in Delhi, in reality, since he came to Delhi, riots have started.

#KapilExposesKejriwal",kejriwal compare gujarat delhi reality since come delhi riot start,negative,criticism
tweets_Niharika___nihu,"Kejriwal is the very bad person who only give promises but not do any good work in Delhi.
#KapilExposesKejriwal",kejriwal bad person give promise not good work delhi,negative,criticism
tweets_nannukappu,The difference between Delhi and Gujarat model is that riots stopped in Gujarat from 2002 #KapilExposesKejriwal,difference delhi gujarat model riot stop gujarat 2002,negative,criticism
tweets_LokiClassic,"Literally sahi that the fake promises of kejriwal has been exposed to everyone. 

#KapilExposesKejriwal",literally sahi fake promise kejriwal expose everyone,negative,criticism
tweets_ponneysharma,"Where is the 7 lakhs job they have promised to the people of Delhi we want answers.
#KapilExposesKejriwal",7 lakhs job promise people delhi want answer,negative,criticism
tweets_AngellQueens,"Gujarat has 5 times more population than Delhi, yet 97% of households get tap water, even today 40% of the population in Delhi gets drinking water from tankers

#KapilExposesKejriwal",gujarat 5 time population delhi yet 97 household get tap water even today 40 population delhi get drink water tanker,negative,criticism
tweets_sattuchamkyo,"there plans to open the entry of Munavvar, Ahmed, Taimur in Dandiya? #KapilExposesKejriwal",plan open entry munavvar ahmed taimur dandiya,negative,criticism
tweets_raghupatello,"the clappingists are eunuchs, I want to ask them that what are the clappers standing behind those who question the army? #KapilExposesKejriwal",clappingists eunuchs want ask clapper stand behind question army,negative,criticism
tweets_devilslaeathore,"Gujarat has 5 times more population than Delhi, yet 97% of households get tap water, even today 40% of the population in Delhi gets drinking water from tankers #KapilExposesKejriwal",gujarat 5 time population delhi yet 97 household get tap water even today 40 population delhi get drink water tanker,negative,criticism
tweets_jaggukaja,"I openly challenge Kejriwal to name a single new school, a new college, #KapilExposesKejriwal",openly challenge kejriwal name single new school new college,negative,criticism
tweets_rajnishkapoorr,A chameleon from Delhi is roaming on the land of the lions of Gir #KapilExposesKejriwal,chameleon delhi roam land lion gir,negative,criticism
tweets_manojbabuu_,"They are throwing stones on Gujarat
 Targeting Modi
 But the enmity is playing with India #KapilExposesKejriwal",throw stone gujarat target modi enmity playing india,negative,criticism
tweets_donrupaa,Gujarat has the right to know who was given 10 lakh jobs in Delhi #KapilExposesKejriwal,gujarat right know give 10 lakh job delhi,negative,criticism
tweets_kuttasingg,According to RTI only 3246 jobs were given in Delhi in the country in the last 7 years #KapilExposesKejriwal,accord rti 3246 job give delhi country last 7 year,negative,criticism
tweets__itskaransingh_,#KapilExposesKejriwal This is soo True that he is the most bad leaders ????,soo true bad leader,negative,criticism
tweets_SuganaKayal,"Now On Sunday, moments after Mishra made 'fresh expose' on Arvind kejriwal, he fainted.#KapilExposesKejriwal",sunday moment mishra make fresh expose arvind kejriwal faint,negative,criticism
tweets_Maheshaddict,"We explain to small children that do not take anything from anyone for free, the one who has come to give it for free has come with the intention of robbing something. 
#KapilExposesKejriwal",explain small child not take anything anyone free come give free come intention rob something,negative,criticism
tweets_Twin_Buterfly,"Bharatiya Janata Party leader Kapil Mishra falsely claimed on Friday that a New York Times article about the Aam Aadmi Party's efforts to transform Delhi's government schools used a photo of a private school in the capital.

#KapilExposesKejriwal",bharatiya janata party leader kapil mishra falsely claim friday new york time article aam aadmi party effort transform delhis government school use photo private school capital,negative,criticism
tweets__OkayyBye,"In the times of covid the oxygen which are supplied to the people of Delhi are come from Gujarat and Delhi CM have to think !!! that they have not provide anything which will help the people to survive. 
#KapilExposesKejriwal",time covid oxygen supply people delhi come gujarat delhi cm think not provide anything help people survive,negative,criticism
tweets_BoyDCrazy,"We explain to young children that do not take anything for free from anybody who has come to give something for free has come from the intention of rob. 
#KapilExposesKejriwal",explain young child not take anything free anybody come give something free come intention rob,negative,criticism
tweets_pihumaybe,"Kejriwal have just made fool of people everytime and did nothing for the welfare of Delhi and it's public !
#KapilExposesKejriwal",kejriwal make fool people everytime nothing welfare delhi public,negative,criticism
tweets_khanakhaya_,"His activist streak then took him to the Arvind Kejriwal-led India Against Corruption (IAC) movement.
#KapilExposesKejriwal",activist streak take arvind kejriwalled india corruption iac movement,negative,criticism
tweets_KreethanaK,"During the time of Corona, Delhi was suffering from Oxygen, then Oxygen had gone from Gujarat... both in the country and outside the country.

#kapilExposesKejriwal",time corona delhi suffer oxygen oxygen go gujarat country outside country,negative,criticism
tweets_KarmegakuLlai,"Gujarat model means country's most beautiful river front and Delhi model means country's most polluted river

#KapilExposesKejriwal",gujarat model mean countrys beautiful river front delhi model mean countrys pollute river,negative,criticism
tweets_Ganesh_175,"The Delhi bans crackers but he will lays the door in fasting ifter
#KapilExposesKejriwal",delhi ban cracker lay door fasting ifter,negative,criticism
tweets_Jibishablesy,"I openly challenge Kejriwal to name a single new school, a new college, a single new hospital, a new stadium, a new flyover, which was laid during his government and inaugurated under his government.

#KapilExposesKejriwal",openly challenge kejriwal name single new school new college single new hospital new stadium new flyover laid government inaugurate government,negative,criticism
tweets_AndreDeGrase,"Kejriwal model means the world's most polluted city where Diwali is banned in the name of stopping pollution.

#KapilExposesKejriwal",kejriwal model mean world pollute city diwali ban name stop pollution,negative,criticism
tweets_Manojkumar7172,"Promises to distribute money for free, the fact is that employees will stop getting salaries too
#KapilExposesKejriwal",promise distribute money free fact employee stop get salary,negative,criticism
tweets_Shincha28238211,"""Can Kejriwal answer the questions of their own infrastructure of Delhi""... Says kapil:
#KapilExposesKejriwal",kejriwal answer question infrastructure delhi say kapil,negative,criticism
tweets_CricCrazy0,"Kejriwal government is not doing anything for the development of Delhi.
#KapilExposesKejriwal",kejriwal government not anything development delhi,negative,criticism
tweets_KolteNakul,"When the government is not doing anything in favor of the general public, someone like Kapil will expose Kejriwal. 
#KapilExposesKejriwal",government not anything favor general public someone like kapil expose kejriwal,negative,criticism
tweets_YamRajHumai_1,"Gujarat is a very good state, all the riots that are happening in Delhi, everyone has to go, what happened in Delhi, does he want to go to Modi ? 
#KapilExposesKejriwal",gujarat good state riot happen delhi everyone go happen delhi want go modi,negative,criticism
tweets_JainSharma6,"While the mainstream media has devoted major chunks to the high drama, twitterati however, was amused and left in doubt.
#KapilExposesKejriwal",mainstream medium devote major chunk high drama twitterati however amuse leave doubt,negative,criticism
tweets_Death_Nootee,This is really soo bad to see such people in Indian politics #KapilExposesKejriwal,really soo bad see people indian politics,negative,criticism
tweets_Satyam38625036,"On Sunday, moments after Mishra made 'fresh expose' on Arvind kejriwal, he fainted.#KapilExposesKejriwal",sunday moment mishra make fresh expose arvind kejriwal faint,negative,criticism
tweets_shuklaji832_,It's now in front of all the Delhi people how kejriwal is creating a environment which is no longer a peaceful state. Every days lot of crime in the era of kejriwal taken 2015. This is unendurable seat play #KapilExposesKejriwal,front delhi people kejriwal create environment longer peaceful state every day lot crime era kejriwal take 2015 unendurable seat play,negative,criticism
tweets_Singh_N_eha,This is why such leadership should not be promoted in india #KapilExposesKejriwal????,leadership not promote india,negative,criticism
tweets_BalasahebThakcr,Rebdiwal is the new Covid Threat for Delhi ???�???�#KapilExposesKejriwal https://t.co/xdhhcUwiTv,rebdiwal new covid threat delhi,negative,criticism
tweets_KhushiiMahajan,"Put all c0rrupt leaders in ja!l, whatever party they belong to.
#KapilExposesKejriwal 
#TejRan #BJPBrashtotsava
#MakeIndiaNo1 
#�?��??�??�?�?_�??�??�??_�?�??�??�??����?��??�?? https://t.co/kBaK99HPhP",put c0rrupt leader jal whatever party belong,negative,criticism
tweets_ShrishthiAhuja,"There is no money to pay salaries to teachers and you say we will give employment - how many more false promises will the Kejriwal government make to the public?
Kejriwal only does politics of lies and misleads people...

#KapilExposesKejriwal #KapilExposesKejriwal",money pay salaries teacher say give employment many false promise kejriwal government make public kejriwal politics lie misleads people,negative,criticism
tweets_DaaZaab7,@vijaygajera @KapilMishra_IND Or is it dat @KapilMishra_IND left cos he was not allowed to do financial fraud. Cos after leaving he changed his whole stance. A man who spoke bout Ganga Jumuna tehzeeb n secularism jus fliped opposite and now jus makin hate,dat leave co not allow financial fraud co leave change whole stance man speak bout ganga jumuna tehzeeb n secularism jus flip opposite jus makin hate,negative,criticism
tweets_AnkitSingh13_,"EXCLUSIVE : biggest ever Expose of Delhi CM @ArvindKejriwal

Every Sanatani must watch this and share to 3 others. #KapilExposesKejriwal
https://t.co/CaykrpXCVq#KapilExposesKejriwal",exclusive big ever expose delhi cm every sanatani must watch share 3 others,negative,criticism
tweets_indiaAnkita,"Kejriwal talks about corruption free Delhi but he himself has committed so much corruption. @KapilMishra_IND
#KapilExposesKejriwal",kejriwal talk corruption free delhi commit much corruption,negative,criticism
tweets_DainikSamachar5,"#�??�??�??�??�?�_�??�??�?��?�??�?�??_�??��?
Do this at your home or Majid not on the road
#AyanMukerji #MouniRoy #RanbirKapoor #Shiva #AnuragKashyap #AliaBhatt
#BrahmastraReview #asiacup2022finalraasiacup #BoxOffice #KanganaRanaut
#KapilExposesKejriwal https://t.co/tpl9Jia5cI",home majid not road,negative,criticism
tweets_samreshrjha,"#KapilExposesKejriwal
Kejriwal is a kind of leader who can single handedly bring down nation to Venezuela &amp; Srilanka like crisis. 
Not a single work only hype nowdays bhagwant mann is also busy in doing advertising.",kejriwal kind leader single handedly bring nation venezuela srilanka like crisis not single work hype nowdays bhagwant mann also busy advertising,negative,criticism
tweets_IQueenBee2,"If he becomes PM, he will make India an I$lamic nation.
#KapilExposesKejriwal 
#TejRan #MakeIndiaNo1 
#Janaspandana 
#�??�??�??�??�?�_�??�??�?��?�??�?�??_�??��? 
#�?��??�??�?�?_�??�??�??_�?�??�??�??����?��??�?? https://t.co/CPHkmUL1Hd",becomes pm make india ilamic nation,negative,criticism
tweets_AmanSha11552234,Rebdiwal is the new Covid Threat for Delhi ???�???�#KapilExposesKejriwal https://t.co/cu59jIqIpC #KapilExposesKejriwal,rebdiwal new covid threat delhi,negative,criticism
tweets_ShalabhGarg19,"There is no money to pay salaries to teachers and you say we will give employment - how many more false promises will the Kejriwal government make to the public?
Kejriwal only does politics of lies and misleads people...

#KapilExposesKejriwal https://t.co/4w6RZ6KuAb",money pay salaries teacher say give employment many false promise kejriwal government make public kejriwal politics lie misleads people,negative,criticism
tweets_RoshanKrRaii,"EXCLUSIVE : biggest ever Expose of Delhi CM @ArvindKejriwal

Every Sanatani must watch this and share to 3 others. #KapilExposesKejriwal
https://t.co/tLZiCob9ag",exclusive big ever expose delhi cm every sanatani must watch share 3 others,negative,criticism
tweets_DainikSamachar5,"42% of our youth are unemployed.

Is Bharat�??s future secure if theirs isn�??t?

We walk for them all.
We walk for jobs.
#AyanMukerji #MouniRoy #RanbirKapoor #Shiva #AnuragKashyap #AliaBhatt
#BrahmastraReview #asiacup2022finalraasiacup #BoxOffice #KanganaRanaut
#KapilExposesKejriwal https://t.co/fAOXE6Gazi",42 youth unemployed bharats future secure isnt walk walk job,negative,criticism
tweets_rose_k01,"Look how FRAUD Kejriwal is making a fool of public by pretending to be ""Aam Aadmi"" but Actually he is Khaas VIP Aadmi 

#KapilExposesKejriwal https://t.co/Eq2Akx1OWA",look fraud kejriwal make fool public pretend aam aadmi actually khaas vip aadmi,negative,criticism
tweets_Mahibhavsar298,"When your own Kingdom against you 
Never be dream to win in Gujarat.
 #KapilExposesKejriwal",kingdom never dream win gujarat,negative,criticism
tweets_9119Charan,"So @AamAadmiParty might/will quits Delhi or Punjab in next elections ??

No security for women in India even in its capital @delhi 

#KapilExposesKejriwal https://t.co/kiZHxi3S12",mightwill quit delhi punjab next election security woman india even capital,negative,criticism
tweets_LegitSidharth,Rebdiwal is the new Covid Threat for Delhi ???�???�#KapilExposesKejriwal https://t.co/7vS5IFsBnw,rebdiwal new covid threat delhi,negative,criticism
tweets_bjp_arjav,"Kejriwal talks about corruption free Delhi...  He himself has committed so much corruption... We know that 
#KapilExposesKejriwal 
@KapilMishra_IND @iNikhilVpatel https://t.co/fKop8tHGuz",kejriwal talk corruption free delhi commit much corruption know,negative,criticism
tweets_dkshukla_197,"Kejriwal made all promises to Delhi during elections but now they can't fulfill it,now Kejriwal's all scandal exposed by @KapilMishra_IND Ji.
            #KapilExposesKejriwal",kejriwal make promise delhi election cant fulfill itnow kejriwals scandal expose ji,negative,criticism
tweets_ramahirBJP007,"I dont want to say anything on this Kejriwal is a Liar politician people should stop believing him ..
.
#KapilExposesKejriwal",dont want say anything kejriwal liar politician people stop believe,negative,criticism
tweets_ramahirBJP007,"The difference between Delhi and Gujarat model is that riots stopped in Gujarat from 2002 and riots started in Delhi from 2015
 #KapilExposesKejriwal",difference delhi gujarat model riot stop gujarat 2002 riot start delhi 2015,negative,criticism
tweets_Brand_vivek1,"#KapilExposesKejriwal #ArvindKejriwal announces ban on firecrackers for Diwali for the third consecutive year in Delhi
@iSinghApurva https://t.co/CV06Hl9rSR",announces ban firecracker diwali third consecutive year delhi,negative,criticism
tweets_ramahirBJP007,"No matter what Kejri govt should do something important and better for the Delhi people. Free ki cheezein kab tak baatoge ? 
#KapilExposesKejriwal",matter kejri govt something important well delhi people free ki cheezein kab tak baatoge,negative,criticism
tweets_ramahirBJP007,"Aam Aadmi Party is adopting its treacherous policy in Gujarat by showing the dream of development by fooling the people of Delhi. .
..

#KapilExposesKejriwal",aam aadmi party adopt treacherous policy gujarat show dream development fool people delhi,negative,criticism
tweets_ramahirBJP007,#KapilExposesKejriwal Gujarat model means country's most beautiful river front and Delhi model means country's most polluted river.......,gujarat model mean countrys beautiful river front delhi model mean countrys pollute river,negative,criticism
tweets_Brand_vivek1,Kejriwal model means the world's most polluted city. Kejriwal Govt hasn't done anything for the development of Delhi. #KapilExposesKejriwal,kejriwal model mean world pollute city kejriwal govt hasnt anything development delhi,negative,criticism
tweets_ramahirBJP007,"Kapil Mishra left AAP when Kejriwal was caught doing financial fraud in AAP..

Since then @KapilMishra_IND
bhai is continuously exposing him and his lies...
#KapilExposesKejriwal",kapil mishra leave aap kejriwal catch financial fraud aap since bhai continuously expose lie,negative,criticism
tweets_Brand_vivek1,"I have full faith that the people of Gujarat will reject and show them that what you have done in Delhi is very wrong and you will not be able to do anything here and you will not be able to do anything here.
#KapilExposesKejriwal",full faith people gujarat reject show delhi wrong not able anything not able anything,negative,criticism
tweets_Brand_vivek1,"Delhi model means ban on Deepawali, no firecrackers, no Ganesh immersion...

 whereas Kejriwal himself lays the door during fasting iftar.

@iSinghApurva

 #KapilExposesKejriwal",delhi model mean ban deepawali firecracker ganesh immersion whereas kejriwal lays door fast iftar,negative,criticism
tweets_ramahirBJP007,"According to Rti, the lowest minimum job was found in Delhi itself, only 3000 -3500 jobs were found in Delhi for the last 7 years and he is talking to give 10Lakha Jobs in Gujarat. .

 #KapilExposesKejriwal",accord rti low minimum job find delhi 3000 3500 job find delhi last 7 year talk give 10lakha job gujarat,negative,criticism
tweets_amitmittal01,"NAS Survey exposes Kejriwal's fake education model

Cenral Govt schools much ahead of Delhi govt schools 
 #KapilExposesKejriwal https://t.co/oqHBLoappx",na survey expose kejriwals fake education model cenral govt school much ahead delhi govt school,negative,criticism
tweets_Sunny_Rajput87,Kejriwal government is not doing anything for the development of Delhi. So we should not tolerate this behaviour like this doing by Delhi government . #KapilExposesKejriwal https://t.co/Do5B8X0XDt,kejriwal government not anything development delhi not tolerate behaviour like delhi government,negative,criticism
tweets_anandkalra69,"Aam Aadmi Party is adopting its treacherous policy in Gujarat by showing the dream of development by fooling the people of Delhi. 

#KapilExposesKejriwal",aam aadmi party adopt treacherous policy gujarat show dream development fool people delhi,negative,criticism
tweets_anandkalra69,#KapilExposesKejriwal #ArvindKejriwal announces ban on firecrackers for Diwali for the third consecutive year in Delhi https://t.co/aRVYdzBVlo,announces ban firecracker diwali third consecutive year delhi,negative,criticism
tweets_EternalJonSnow,"Kejriwal govt have to do something better for Delhi govt , I'm sure Kejriwal will have no answers to that. 
#KapilExposesKejriwal",kejriwal govt something well delhi govt im sure kejriwal answer,negative,criticism
tweets_PragatiVajpayi,"Hey guys don't miss this. This is truly a bad example of professionalism 
#KapilExposesKejriwal",hey guy dont miss truly bad example professionalism,negative,criticism
tweets_anandkalra69,"According to Rti, the lowest minimum job was found in Delhi itself, only 3000 -3500 jobs were found in Delhi for the last 7 years and he is talking to give 10Lakha Jobs in Gujarat. 

 #KapilExposesKejriwal",accord rti low minimum job find delhi 3000 3500 job find delhi last 7 year talk give 10lakha job gujarat,negative,criticism
tweets_Ashish_bothra_,"No matter what Kejri govt should do something important and better for the Delhi people. Free ki cheezein kab tak baatoge ? 
#KapilExposesKejriwal",matter kejri govt something important well delhi people free ki cheezein kab tak baatoge,negative,criticism
tweets_Radhikaa_731,"This is truly a bad example of professionalism 
#KapilExposesKejriwal",truly bad example professionalism,negative,criticism
tweets_alaiza_mukherje,"Desh ki janta ko aap jayada time tak andhere mein nahi rakh sakte.  Kejriwal govt should do something important and better for the Delhi people. 
#KapilExposesKejriwal",desh ki janta ko aap jayada time tak andhere mein nahi rakh sakte kejriwal govt something important well delhi people,negative,criticism
tweets_karunakaruna100,"needed is a bit more better for you when to understand who's bad elements fir to me bi the society.
#KapilExposesKejriwal",need bit well understand bad element fir bi society,negative,criticism
tweets_mohitkumar10000,"People beers in my head when they to understand who's bad elements fir to me bi the society.
#KapilExposesKejriwal",people beer head understand bad element fir bi society,negative,criticism
tweets_Radhara8077,"needs to understand who's bad elements fir to me bi the society.
#KapilExposesKejriwal",need understand bad element fir bi society,negative,criticism
tweets_Rashmi_32154,"So disgusting and disappointing I must say guys 
#KapilExposesKejriwal",disgust disappointing must say guy,negative,criticism
tweets_RashmiC441,Waah Kejriwal ji aap to expose hogaye Kapil ji the first place for your email find  NE suite aapko expose kardiya #KapilExposesKejriwal,waah kejriwal ji aap expose hogaye kapil ji first place email find ne suite aapko expose kardiya,negative,criticism
tweets_NamanJha87,This at all is truely bad big same on them #KapilExposesKejriwal,truely bad big,negative,criticism
tweets_ihardikshah,"Gopal Italia, who was the president of Aam Aadmi Party in Gujarat, said that there are eunuchs who clap in the story of Satyanarayan, I want to ask him what are the people who stand behind those who question the army and applaud?
 #KapilExposesKejriwal",gopal italia president aam aadmi party gujarat say eunuchs clap story satyanarayan want ask people stand behind question army applaud,negative,criticism
tweets_Julfiqar55,"This kind of people down deserve to be live free at any cost 
#KapilExposesKejriwal",kind people deserve live free cost,negative,criticism
tweets_ayub__basha,"full of scams. Full support to rohingyas and Bangladeshis.
#KapilExposesKejriwal",full scam full support rohingyas bangladeshi,negative,criticism
tweets_anandkalra69,#KapilExposesKejriwal Gujarat model means country's most beautiful river front and Delhi model means country's most polluted river.......,gujarat model mean countrys beautiful river front delhi model mean countrys pollute river,negative,
tweets_Madhav8077,"who was the president of Aam Aadami party Party in Gujarat, said that there are eunuchs who clap in the story of Satyanarayan, I want to ask him what are the people who stand behind those who question the army and applaud?
 #KapilExposesKejriwal",president aam aadami party party gujarat say eunuchs clap story satyanarayan want ask people stand behind question army applaud,negative,criticism
tweets_niravshahbjp,"According to Rti, the lowest minimum job was found in Delhi itself, only 3000 -3500 jobs were found in Delhi for the last 7 years and he is talking to give 10Lakha Jobs in Gujarat. 

 #KapilExposesKejriwal",accord rti low minimum job find delhi 3000 3500 job find delhi last 7 year talk give 10lakha job gujarat,negative,criticism
tweets_Nikki7300,"himself lays down to many big fan the door during fasting iftar.
 #KapilExposesKejriwal",lay many big fan door fast iftar,negative,criticism
tweets_PammiKaur100,"We canst the first time he the president of???� accept such people who is having Such a shameful for the kinda mentility. Strict actions needs to be taken place soon
#KapilExposesKejriwal",canst first time president accept people shameful kinda mentility strict action need take place soon,negative,criticism
tweets_Shivani64629597,After the liquor case people should know what this government is #KapilExposesKejriwal,liquor case people know government,negative,criticism
tweets_Khasimvali9948,"Gujarat, had said that I'm in the mornings of the Satyanarayan Katha, the clappingists are eunuchs, I want to ask them that what are the clappers standing behind those who question the army?
 #KapilExposesKejriwal",gujarat say im morning satyanarayan katha clappingists eunuchs want ask clapper stand behind question army,negative,criticism
tweets_Bitta8077,"definitely be success is the put a effect in our country.! Absolutely very shameful guysss.
#KapilExposesKejriwal",definitely success put effect country absolutely shameful guy,negative,criticism
tweets_riya_pal6395,"Gopal Italia, who was the president of Aam Aadami party Party in Gujarat, said that there are eunuchs who clap in the story of Satyanarayan, I want to ask him what are the people who stand behind those who question the army and applaud?
 #KapilExposesKejriwal",gopal italia president aam aadami party party gujarat say eunuchs clap story satyanarayan want ask people stand behind question army applaud,negative,criticism
tweets_kartik5004,"Now people of Delhi is very angry on the corruption matter.
#KapilExposesKejriwal",people delhi angry corruption matter,negative,criticism
tweets_Archit7300,"wheres wheres to for the teaser hypes the Kejriwal himself lays their heads down with door during fasting iftar.
 #KapilExposesKejriwal",wheres wheres teaser hype kejriwal lay head door fast iftar,negative,criticism
tweets_TeluguDhanush,#KapilExposesKejriwal i don't know why AAP doing like this,dont know aap like,negative,criticism
tweets_ihardikshah,"Delhi model means ban on Deepawali, no firecrackers, no Ganesh immersion...

 whereas Kejriwal himself lays the door during fasting iftar.

@KapilMishra_IND 

 #KapilExposesKejriwal",delhi model mean ban deepawali firecracker ganesh immersion whereas kejriwal lays door fast iftar,negative,criticism
